electionYear,electionID,electoralUnitID,candidateID,sraperID
2004,14431,35750,142,245
2004,14431,35793,154,246
2004,14431,35947,86,247
2004,14431,35947,98,248
2004,14431,35947,81,249
2004,14431,35955,164,250
2004,14431,35955,197,251
2004,14431,35955,198,252
2004,14431,35955,165,253
2004,14431,35955,101,254
2004,14431,35955,125,255
2004,14431,35971,82,256
2004,14431,35971,83,257
2004,14431,35998,223,258
2004,14431,35998,222,259
2004,14431,35998,221,260
2004,14431,35998,175,261
2004,14431,36013,91,262
2004,14431,36013,92,263
2004,14431,36137,19,264
2004,14431,36137,28,265
2004,14431,36137,24,266
2004,14431,36137,25,267
2004,14431,36137,26,268
2004,14431,36170,47,269
2004,14431,36170,48,270
2004,14431,36250,420,271
2004,14431,36315,17,272
2004,14431,36315,1,273
2004,14431,36315,97,274
2004,14431,36439,136,275
2004,14431,36439,145,276
2004,14431,36510,39,277
2004,14431,36510,34,278
2004,14431,36633,108,279
2004,14431,36676,453,280
2004,14431,36692,26,281
2004,14431,36692,227,282
2004,14431,36692,24,283
2004,14431,36706,10,284
2004,14431,30694,233,285
2004,14431,36730,119,286
2004,14431,36730,127,287
2004,14431,36820,221,288
2004,14431,36838,86,289
2004,14431,36838,87,290
2004,14431,36838,118,291
2004,14431,36854,260,292
2004,14431,30007,245,293
2004,14431,30007,257,294
2004,14431,30007,228,295
2004,14431,37052,215,296
2004,14431,37052,218,297
2004,14431,37052,10,298
2004,14431,39772,48,299
2004,14431,37117,165,300
2004,14431,37133,45,301
2004,14431,37214,56,302
2004,14431,37230,65,303
2004,14431,37230,160,304
2004,14431,37230,91,305
2004,14431,37230,84,306
2004,14431,37230,90,307
2004,14431,37311,169,308
2004,14431,37311,170,309
2004,14431,37311,215,310
2004,14431,37397,119,311
2004,14431,37397,120,312
2004,14431,37397,123,313
2004,14431,37397,121,314
2004,14431,37397,125,315
2004,14431,37397,130,316
2004,14431,37397,129,317
2004,14431,37397,128,318
2004,14431,37397,134,319
2004,14431,37397,132,320
2004,14431,37397,122,321
2004,14431,37397,133,322
2004,14431,37397,126,323
2004,14431,37397,124,324
2004,14431,37397,127,325
2004,14431,37397,131,326
2004,14431,37435,60,327
2004,14431,37451,172,328
2004,14431,37451,81,329
2004,14431,37478,58,330
2004,14431,37516,65,331
2004,14431,37516,23,332
2004,14431,37516,25,333
2004,14431,37532,305,334
2004,14431,37591,81,335
2004,14431,37672,290,336
2004,14431,37672,282,337
2004,14431,37672,286,338
2004,14431,37680,211,339
2004,14431,37796,250,340
2004,14431,37796,225,341
2004,14431,37796,251,342
2004,14431,37796,226,343
2004,14431,37796,252,344
2004,14431,37796,95,345
2004,14431,37850,154,346
2004,14431,37850,160,347
2004,14431,37850,137,348
2004,14431,37850,140,349
2004,14431,37877,68,350
2004,14431,37940,364,351
2004,14431,37940,363,352
2004,14431,37958,141,353
2004,14431,37958,142,354
2004,14431,38067,174,355
2004,14431,38067,175,356
2004,14431,38075,132,357
2004,14431,38172,43,358
2004,14431,38172,54,359
2004,14431,39845,274,360
2004,14431,39853,81,361
2004,14431,39853,75,362
2004,14431,38342,50,363
2004,14431,38415,414,364
2004,14431,38415,413,365
2004,14431,38415,121,366
2004,14431,38490,789,367
2004,14431,38512,115,368
2004,14431,39870,332,369
2004,14431,39870,333,370
2004,14431,35491,56,371
2004,14431,38610,41,372
2004,14431,38733,220,373
2004,14431,38830,134,374
2004,14431,38830,274,375
2004,14431,38830,183,376
2004,14431,38830,185,377
2004,14431,38830,184,378
2004,14431,38830,172,379
2004,14431,38830,177,380
2004,14431,38830,181,381
2004,14431,38830,179,382
2004,14431,38830,174,383
2004,14431,38830,175,384
2004,14431,38830,178,385
2004,14431,38830,173,386
2004,14431,38830,176,387
2004,14431,39926,259,388
2004,14431,38865,174,389
2004,14431,38865,175,390
2004,14431,38873,333,391
2004,14431,38873,204,392
2004,14431,38873,336,393
2004,14431,38873,331,394
2004,14431,38873,217,395
2004,14431,38946,203,396
2004,14431,38946,206,397
2004,14431,38954,91,398
2004,14431,38954,96,399
2004,14431,38954,94,400
2004,14431,39098,195,401
2004,14431,39179,29,402
2004,14431,39195,9,403
2004,14431,39195,20,404
2004,14431,39233,427,405
2004,14431,39314,281,406
2004,14431,39314,280,407
2004,14431,39314,262,408
2004,14431,39390,8,409
2004,14431,39390,72,410
2004,14431,39390,29,411
2004,14431,39390,27,412
2004,14431,39390,54,413
2004,14431,39489,207,414
2004,14431,39489,208,415
2004,14431,39551,136,416
2004,14431,39977,64,417
2004,14431,39977,53,418
2004,14431,39977,65,419
2004,14431,39977,47,420
2004,14431,39977,52,421
2004,14431,39977,69,422
2004,14431,39950,178,423
2004,14431,39950,212,424
2004,14431,39950,48,425
2004,14431,39624,30,426
2004,14431,39624,19,427
2004,14431,39632,248,428
2004,14431,39659,239,429
2004,14431,39993,53,430
2004,14431,13056,53,431
2004,14431,13153,64,432
2004,14431,13196,83,433
2004,14431,13196,84,434
2004,14431,13218,56,435
2004,14431,13218,57,436
2004,14431,13455,45,437
2004,14431,13471,129,438
2004,14431,13552,52,439
2004,14431,15911,10,440
2004,14431,13064,59,441
2004,14431,13064,57,442
2004,14431,13064,33,443
2004,14431,14010,28,444
2004,14431,14036,54,445
2004,14431,14036,52,446
2004,14431,14052,15,447
2004,14431,14052,16,448
2004,14431,14117,133,449
2004,14431,14354,89,450
2004,14431,14494,7,451
2004,14431,14532,69,452
2004,14431,14532,135,453
2004,14431,14532,136,454
2004,14431,13021,80,455
2004,14431,13021,50,456
2004,14431,15857,37,457
2004,14431,14656,40,458
2004,14431,14818,48,459
2004,14431,14893,45,460
2004,14431,15016,151,461
2004,14431,15059,75,462
2004,14431,15059,76,463
2004,14431,15210,6,464
2004,14431,15270,142,465
2004,14431,13323,150,466
2004,14431,56022,154,467
2004,14431,56022,155,468
2004,14431,57991,81,469
2004,14431,56030,140,470
2004,14431,56030,141,471
2004,14431,56030,103,472
2004,14431,56065,168,473
2004,14431,56065,111,474
2004,14431,56073,125,475
2004,14431,56138,208,476
2004,14431,56138,207,477
2004,14431,56138,206,478
2004,14431,56138,209,479
2004,14431,56138,210,480
2004,14431,56138,211,481
2004,14431,56154,212,482
2004,14431,56154,211,483
2004,14431,56146,76,484
2004,14431,56235,401,485
2004,14431,56235,405,486
2004,14431,56235,341,487
2004,14431,56235,374,488
2004,14431,56235,371,489
2004,14431,56251,318,490
2004,14431,56251,317,491
2004,14431,56251,104,492
2004,14431,56359,14,493
2004,14431,56359,39,494
2004,14431,56456,164,495
2004,14431,56472,90,496
2004,14431,56472,91,497
2004,14431,57096,248,498
2004,14431,57096,245,499
2004,14431,56502,26,500
2004,14431,56570,29,501
2004,14431,56677,74,502
2004,14431,56812,13,503
2004,14431,56910,79,504
2004,14431,56910,80,505
2004,14431,56979,44,506
2004,14431,56995,102,507
2004,14431,57959,105,508
2004,14431,56227,265,509
2004,14431,57037,119,510
2004,14431,57053,134,511
2004,14431,93360,130,512
2004,14431,96458,56,513
2004,14431,96458,70,514
2004,14431,96938,327,515
2004,14431,93343,107,516
2004,14431,93343,368,517
2004,14431,93343,109,518
2004,14431,93343,110,519
2004,14431,93343,356,520
2004,14431,93343,104,521
2004,14431,93343,191,522
2004,14431,93343,345,523
2004,14431,93343,218,524
2004,14431,93343,220,525
2004,14431,93343,106,526
2004,14431,93343,108,527
2004,14431,93343,278,528
2004,14431,93343,293,529
2004,14431,93343,401,530
2004,14431,93343,375,531
2004,14431,93343,410,532
2004,14431,93343,292,533
2004,14431,93343,88,534
2004,14431,93343,72,535
2004,14431,93343,93,536
2004,14431,92053,34,537
2004,14431,92940,65,538
2004,14431,92150,125,539
2004,14431,92274,143,540
2004,14431,93009,27,541
2004,14431,92339,114,542
2004,14431,92630,65,543
2004,14431,92630,66,544
2004,14431,92657,34,545
2004,14431,92657,49,546
2004,14431,92673,2,547
2004,14431,93408,50,548
2004,14431,92894,241,549
2004,14431,92894,186,550
2004,14431,92991,100,551
2004,14431,92991,111,552
2004,14431,93157,17,553
2004,14431,93513,87,554
2004,14431,92223,166,555
2004,14431,92223,167,556
2004,14431,92223,21,557
2004,14431,93599,368,558
2004,14431,93599,185,559
2004,14431,93599,355,560
2004,14431,93610,306,561
2004,14431,93734,739,562
2004,14431,93734,218,563
2004,14431,93734,755,564
2004,14431,93734,396,565
2004,14431,93777,36,566
2004,14431,93793,127,567
2004,14431,93793,150,568
2004,14431,93793,125,569
2004,14431,93165,110,570
2004,14431,93165,111,571
2004,14431,92282,96,572
2004,14431,94110,137,573
2004,14431,94110,130,574
2004,14431,94110,127,575
2004,14431,94110,129,576
2004,14431,94110,132,577
2004,14431,94137,1,578
2004,14431,94153,168,579
2004,14431,94153,174,580
2004,14431,94153,169,581
2004,14431,94153,171,582
2004,14431,94153,170,583
2004,14431,94153,172,584
2004,14431,94153,175,585
2004,14431,94153,176,586
2004,14431,94153,173,587
2004,14431,94315,18,588
2004,14431,94455,330,589
2004,14431,96539,167,590
2004,14431,96539,168,591
2004,14431,93327,22,592
2004,14431,92444,104,593
2004,14431,92444,105,594
2004,14431,95311,87,595
2004,14431,95435,58,596
2004,14431,95435,59,597
2004,14431,95958,34,598
2004,14431,95958,35,599
2004,14431,95958,40,600
2004,14431,95958,47,601
2004,14431,95559,260,602
2004,14431,95818,174,603
2004,14431,95818,164,604
2004,14431,95818,175,605
2004,14431,95818,165,606
2004,14431,95818,155,607
2004,14431,95818,180,608
2004,14431,95818,181,609
2004,14431,95818,182,610
2004,14431,95818,179,611
2004,14431,95818,178,612
2004,14431,95818,177,613
2004,14431,95818,105,614
2004,14431,95834,144,615
2004,14431,95850,60,616
2004,14431,95974,27,617
2004,14431,95974,28,618
2004,14431,92703,252,619
2004,14431,92703,232,620
2004,14431,92703,238,621
2004,14431,92703,269,622
2004,14431,92703,259,623
2004,14431,92703,228,624
2004,14431,92703,263,625
2004,14431,92703,266,626
2004,14431,92703,251,627
2004,14431,92703,249,628
2004,14431,92703,248,629
2004,14431,92703,242,630
2004,14431,92703,260,631
2004,14431,92703,267,632
2004,14431,92703,250,633
2004,14431,92703,231,634
2004,14431,92703,244,635
2004,14431,92703,239,636
2004,14431,92703,254,637
2004,14431,92703,245,638
2004,14431,92703,253,639
2004,14431,92703,262,640
2004,14431,92703,243,641
2004,14431,92703,246,642
2004,14431,92703,261,643
2004,14431,92703,229,644
2004,14431,92703,247,645
2004,14431,92703,227,646
2004,14431,92703,230,647
2004,14431,92703,240,648
2004,14431,92703,241,649
2004,14431,92703,237,650
2004,14431,93220,83,651
2004,14431,92800,109,652
2004,14431,92800,110,653
2004,14431,93246,196,654
2004,14431,96350,71,655
2004,14431,96350,65,656
2004,14431,96350,72,657
2004,14431,96350,62,658
2004,14431,96393,31,659
2004,14431,96393,32,660
2004,14431,96393,41,661
2004,14431,96415,104,662
2004,14431,09610,205,663
2004,14431,09610,229,664
2004,14431,09610,402,665
2004,14431,09610,248,666
2004,14431,09610,235,667
2004,14431,09610,400,668
2004,14431,07013,204,669
2004,14431,07013,236,670
2004,14431,07005,102,671
2004,14431,07030,2,672
2004,14431,07048,310,673
2004,14431,07048,43,674
2004,14431,07048,44,675
2004,14431,07048,311,676
2004,14431,07048,476,677
2004,14431,07048,468,678
2004,14431,07048,475,679
2004,14431,07048,466,680
2004,14431,07048,469,681
2004,14431,07048,470,682
2004,14431,07099,128,683
2004,14431,07099,127,684
2004,14431,07099,161,685
2004,14431,07110,149,686
2004,14431,07110,364,687
2004,14431,07110,164,688
2004,14431,07110,185,689
2004,14431,07110,179,690
2004,14431,07110,183,691
2004,14431,07110,198,692
2004,14431,07110,200,693
2004,14431,07137,61,694
2004,14431,09679,37,695
2004,14431,09679,45,696
2004,14431,07234,61,697
2004,14431,07234,425,698
2004,14431,07234,180,699
2004,14431,07129,131,700
2004,14431,07129,286,701
2004,14431,07293,1,702
2004,14431,07293,2,703
2004,14431,07331,39,704
2004,14431,07331,37,705
2004,14431,07374,183,706
2004,14431,07374,291,707
2004,14431,09555,18,708
2004,14431,09555,19,709
2004,14431,07439,43,710
2004,14431,07455,77,711
2004,14431,07382,201,712
2004,14431,07498,482,713
2004,14431,07498,483,714
2004,14431,07510,408,715
2004,14431,07510,368,716
2004,14431,07510,365,717
2004,14431,07510,431,718
2004,14431,07510,389,719
2004,14431,07579,264,720
2004,14431,07447,101,721
2004,14431,07650,196,722
2004,14431,07676,52,723
2004,14431,07242,180,724
2004,14431,07528,24,725
2004,14431,07528,122,726
2004,14431,07528,28,727
2004,14431,07528,64,728
2004,14431,07560,315,729
2004,14431,07560,316,730
2004,14431,07838,243,731
2004,14431,07609,629,732
2004,14431,07609,631,733
2004,14431,07609,419,734
2004,14431,07668,170,735
2004,14431,07668,26,736
2004,14431,07919,55,737
2004,14431,07919,46,738
2004,14431,07935,257,739
2004,14431,07935,328,740
2004,14431,07935,281,741
2004,14431,07935,338,742
2004,14431,07951,350,743
2004,14431,07978,70,744
2004,14431,07978,71,745
2004,14431,07978,200,746
2004,14431,07978,199,747
2004,14431,07994,374,748
2004,14431,07684,519,749
2004,14431,08010,544,750
2004,14431,08036,430,751
2004,14431,08036,803,752
2004,14431,07706,65,753
2004,14431,07706,63,754
2004,14431,07706,87,755
2004,14431,07706,95,756
2004,14431,07706,62,757
2004,14431,07706,78,758
2004,14431,07706,53,759
2004,14431,07706,54,760
2004,14431,08079,48,761
2004,14431,07722,60,762
2004,14431,07722,85,763
2004,14431,07749,21,764
2004,14431,07749,32,765
2004,14431,07765,191,766
2004,14431,08095,262,767
2004,14431,08150,132,768
2004,14431,07846,217,769
2004,14431,07846,183,770
2004,14431,08257,109,771
2004,14431,08257,113,772
2004,14431,08257,73,773
2004,14431,07927,317,774
2004,14431,07927,303,775
2004,14431,08273,139,776
2004,14431,08290,18,777
2004,14431,08290,19,778
2004,14431,07960,24,779
2004,14431,09695,436,780
2004,14431,09695,439,781
2004,14431,09695,161,782
2004,14431,09695,438,783
2004,14431,09695,437,784
2004,14431,09695,440,785
2004,14431,09695,441,786
2004,14431,08354,217,787
2004,14431,08354,370,788
2004,14431,08478,137,789
2004,14431,08028,95,790
2004,14431,08494,120,791
2004,14431,08494,550,792
2004,14431,08494,373,793
2004,14431,08559,2,794
2004,14431,08559,83,795
2004,14431,08559,42,796
2004,14431,08044,198,797
2004,14431,08044,200,798
2004,14431,08044,199,799
2004,14431,08044,197,800
2004,14431,09598,38,801
2004,14431,08613,485,802
2004,14431,08060,90,803
2004,14431,08060,83,804
2004,14431,08087,165,805
2004,14431,08672,90,806
2004,14431,08699,299,807
2004,14431,08699,300,808
2004,14431,08699,22,809
2004,14431,08699,38,810
2004,14431,08699,266,811
2004,14431,08699,61,812
2004,14431,08699,8,813
2004,14431,08699,311,814
2004,14431,08699,44,815
2004,14431,08710,48,816
2004,14431,08710,49,817
2004,14431,08710,47,818
2004,14431,08710,51,819
2004,14431,08710,46,820
2004,14431,08109,366,821
2004,14431,08109,73,822
2004,14431,08818,38,823
2004,14431,08125,120,824
2004,14431,08125,121,825
2004,14431,08141,121,826
2004,14431,08141,206,827
2004,14431,08141,122,828
2004,14431,08141,207,829
2004,14431,08141,349,830
2004,14431,08141,102,831
2004,14431,08141,351,832
2004,14431,08141,343,833
2004,14431,08141,237,834
2004,14431,08850,151,835
2004,14431,08850,44,836
2004,14431,08850,153,837
2004,14431,08850,160,838
2004,14431,08877,143,839
2004,14431,08877,58,840
2004,14431,08877,49,841
2004,14431,08877,140,842
2004,14431,08877,97,843
2004,14431,08184,740,844
2004,14431,08915,226,845
2004,14431,09059,141,846
2004,14431,09059,133,847
2004,14431,09075,110,848
2004,14431,09091,126,849
2004,14431,09091,125,850
2004,14431,08265,76,851
2004,14431,08265,98,852
2004,14431,09172,171,853
2004,14431,09172,11,854
2004,14431,09172,159,855
2004,14431,08303,123,856
2004,14431,08303,132,857
2004,14431,08303,108,858
2004,14431,08346,262,859
2004,14431,08362,260,860
2004,14431,08052,24,861
2004,14431,08052,21,862
2004,14431,08052,20,863
2004,14431,08052,1,864
2004,14431,08052,25,865
2004,14431,08052,31,866
2004,14431,08052,91,867
2004,14431,08052,30,868
2004,14431,08427,62,869
2004,14431,09270,264,870
2004,14431,08460,36,871
2004,14431,08508,284,872
2004,14431,08508,285,873
2004,14431,09296,142,874
2004,14431,09296,320,875
2004,14431,09296,141,876
2004,14431,09350,54,877
2004,14431,09350,43,878
2004,14431,09377,31,879
2004,14431,08605,216,880
2004,14431,08605,217,881
2004,14431,09474,1,882
2004,14431,09474,107,883
2004,14431,09474,2,884
2004,14431,09474,108,885
2004,14431,09490,11,886
2004,14431,09490,190,887
2004,14431,09490,192,888
2004,14431,09490,186,889
2004,14431,09512,113,890
2004,14431,09512,43,891
2004,14431,09539,106,892
2004,14431,09539,86,893
2004,14431,09539,127,894
2004,14431,09539,128,895
2004,14431,09717,375,896
2004,14431,09717,373,897
2004,14431,40312,89,898
2004,14431,41688,59,899
2004,14431,41688,60,900
2004,14431,40690,4,901
2004,14431,40738,110,902
2004,14431,40029,166,903
2004,14431,40029,168,904
2004,14431,40029,167,905
2004,14431,40029,165,906
2004,14431,41700,15,907
2004,14431,41700,16,908
2004,14431,40991,93,909
2004,14431,40991,94,910
2004,14431,41114,88,911
2004,14431,41114,99,912
2004,14431,41114,7,913
2004,14431,41114,186,914
2004,14431,41238,902,915
2004,14431,41238,867,916
2004,14431,41254,76,917
2004,14431,41335,29,918
2004,14431,41432,123,919
2004,14431,41432,124,920
2004,14431,41459,325,921
2004,14431,41599,143,922
2004,14431,42099,143,923
2004,14431,42099,144,924
2004,14431,42099,153,925
2004,14431,42099,148,926
2004,14431,42099,159,927
2004,14431,42099,149,928
2004,14431,42099,157,929
2004,14431,42099,146,930
2004,14431,42099,147,931
2004,14431,42099,152,932
2004,14431,42099,150,933
2004,14431,42099,145,934
2004,14431,42099,155,935
2004,14431,42099,154,936
2004,14431,42099,158,937
2004,14431,42099,156,938
2004,14431,42099,151,939
2004,14431,41807,258,940
2004,14431,42331,221,941
2004,14431,42595,164,942
2004,14431,42897,244,943
2004,14431,42897,214,944
2004,14431,42919,167,945
2004,14431,42978,262,946
2004,14431,42978,263,947
2004,14431,43559,43,948
2004,14431,43559,44,949
2004,14431,43710,177,950
2004,14431,43850,1,951
2004,14431,43850,2,952
2004,14431,43850,42,953
2004,14431,44172,310,954
2004,14431,40142,414,955
2004,14431,44636,182,956
2004,14431,44679,42,957
2004,14431,44695,184,958
2004,14431,45330,46,959
2004,14431,45950,472,960
2004,14431,45950,468,961
2004,14431,45950,471,962
2004,14431,45950,475,963
2004,14431,45950,466,964
2004,14431,45950,467,965
2004,14431,45950,469,966
2004,14431,45950,481,967
2004,14431,45950,470,968
2004,14431,45950,479,969
2004,14431,45950,480,970
2004,14431,40240,21,971
2004,14431,40240,30,972
2004,14431,46116,82,973
2004,14431,46116,83,974
2004,14431,40266,31,975
2004,14431,40266,32,976
2004,14431,46230,113,977
2004,14431,46230,167,978
2004,14431,46230,114,979
2004,14431,46230,168,980
2004,14431,46230,142,981
2004,14431,46230,183,982
2004,14431,46612,110,983
2004,14431,46612,79,984
2004,14431,46833,128,985
2004,14431,47031,103,986
2004,14431,47090,399,987
2004,14431,40320,241,988
2004,14431,40320,242,989
2004,14431,47678,21,990
2004,14431,47678,22,991
2004,14431,47830,12,992
2004,14431,40401,44,993
2004,14431,47856,262,994
2004,14431,47856,444,995
2004,14431,47872,96,996
2004,14431,48135,328,997
2004,14431,40444,458,998
2004,14431,40444,459,999
2004,14431,48178,128,1000
2004,14431,48437,13,1001
2004,14431,48674,69,1002
2004,14431,48852,163,1003
2004,14431,48852,247,1004
2004,14431,48852,248,1005
2004,14431,48992,286,1006
2004,14431,48992,147,1007
2004,14431,48992,282,1008
2004,14431,49034,236,1009
2004,14431,49034,196,1010
2004,14431,49034,167,1011
2004,14431,49034,230,1012
2004,14431,49034,226,1013
2004,14431,41203,254,1014
2004,14431,49417,447,1015
2004,14431,49395,102,1016
2004,14431,49530,111,1017
2004,14431,49611,116,1018
2004,14431,49654,331,1019
2004,14431,49956,8,1020
2004,14431,49972,218,1021
2004,14431,50237,227,1022
2004,14431,50237,375,1023
2004,14431,50237,155,1024
2004,14431,50237,178,1025
2004,14431,50318,249,1026
2004,14431,50318,284,1027
2004,14431,50318,281,1028
2004,14431,50318,278,1029
2004,14431,50555,17,1030
2004,14431,41424,212,1031
2004,14431,50857,98,1032
2004,14431,50970,183,1033
2004,14431,51152,149,1034
2004,14431,51152,44,1035
2004,14431,51152,150,1036
2004,14431,51152,45,1037
2004,14431,51314,406,1038
2004,14431,51314,407,1039
2004,14431,51330,172,1040
2004,14431,52213,247,1041
2004,14431,41602,424,1042
2004,14431,40720,374,1043
2004,14431,52531,132,1044
2004,14431,52795,56,1045
2004,14431,52850,48,1046
2004,14431,52850,49,1047
2004,14431,52876,171,1048
2004,14431,52876,172,1049
2004,14431,53139,136,1050
2004,14431,53139,138,1051
2004,14431,53139,137,1052
2004,14431,53252,168,1053
2004,14431,53279,142,1054
2004,14431,53350,51,1055
2004,14431,53333,237,1056
2004,14431,53511,140,1057
2004,14431,53937,439,1058
2004,14431,53937,441,1059
2004,14431,53937,481,1060
2004,14431,54038,367,1061
2004,14431,54038,368,1062
2004,14431,54038,308,1063
2004,14431,54038,278,1064
2004,14431,54070,53,1065
